PUMFID,VERDATE,AGEGRP,BH_05,BH_10,BH_25,BH_30,BH_45,PBH_50,BH_15A,BH_15B,BH_15C,BH_15D,BH_20A,BH_20B,BH_20C,BH_20D,BH_20E,BH_20F,BH_20G,BH_20H,BH_20I,BH_20J,BH_20K,BH_20L,BH_20M,BH_20N,BH_35A,BH_35B,BH_35C,BH_35D,BH_35E,BH_40A,BH_40B,BH_40C,BH_40D,BH_40E,BH_40F,BH_40G,BH_40H,BH_55A,BH_55B,BH_55C,BH_55D,BH_55E,BH_55F,BH_55G,BH_55H,BH_55I,BH_55J,BH_55K,BH_55L,BH_60A,BH_60B,BH_60C,BH_60D,BH_60E,BH_60F,PBH_65A,BH_65B,BH_65C,PBH_70_C,DWELCODC,EDUC_LVC,PEMPSTC,HASCHILD,HHLDSIZC,IMMIGRNC,LM_30,LM_40,PLM_45,LM_35A,LM_35B,LM_35CDE,LM_35F,MARSTATC,SEX,PTELEWSC,COVID_WT
2433,23/04/2020,2,1,1,2,5,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,2,2,2,4,4,3,4,4,3,3,3,3,1,3,1,1,3,4,3,3,2,3,2,1,3,2,3,1,3,4,4,4,4,4,2,2,1,6,4,1,1,0,2,1,5,2,2,2,2,2,1,1,1,3,9347.9574
2434,23/04/2020,4,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,4,4,4,4,4,3,3,9,9,3,3,3,3,1,1,1,1,1,2,2,1,1,1,1,1,1,4,4,4,4,4,2,1,2,2,4,2,1,0,1,1,5,4,3,2,2,2,1,4,1,3,1881.1335
2435,23/04/2020,2,3,3,2,2,2,2,2,2,2,3,1,2,2,1,2,1,1,1,1,1,2,1,2,2,1,1,3,3,3,3,3,3,3,1,1,3,3,2,2,4,3,3,3,3,3,3,1,2,3,3,4,3,4,4,4,2,1,2,2,1,6,1,0,2,1,3,4,3,2,2,2,1,1,2,1,5280.5008
2436,23/04/2020,4,7,5,3,4,2,1,2,2,1,3,1,2,2,2,2,1,1,1,1,2,2,2,2,2,1,3,4,4,4,3,3,3,3,1,1,3,3,3,3,4,3,3,4,2,2,2,2,3,1,3,4,3,4,4,4,2,2,1,6,1,7,1,0,1,1,4,4,3,2,2,2,1,4,1,2,1353.9771
2437,23/04/2020,3,5,5,3,3,1,1,1,2,2,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,4,3,3,3,3,1,3,2,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,2,2,1,6,1,5,1,1,2,2,5,1,1,2,2,2,1,2,1,2,1988.0517
2438,23/04/2020,4,1,1,1,2,2,2,1,1,1,2,1,2,2,2,2,1,1,1,1,1,2,1,2,2,3,3,3,3,3,2,3,3,2,1,3,3,3,2,2,3,3,3,4,2,2,3,3,3,1,3,4,4,4,4,3,1,2,2,2,1,2,1,1,2,1,5,4,3,2,2,2,1,1,2,1,4074.5752
2439,23/04/2020,6,9,9,3,3,1,1,3,3,2,3,2,2,2,2,2,1,1,2,1,1,2,2,2,2,1,2,4,3,4,3,3,3,2,1,3,3,3,2,1,2,2,2,2,2,1,1,1,2,1,4,4,4,4,4,4,2,2,1,6,4,3,4,0,1,1,6,9,3,2,2,2,1,3,2,9,4063.4791
2440,23/04/2020,3,1,6,1,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,1,4,3,4,2,3,3,3,2,1,3,1,3,2,2,4,2,2,3,2,1,1,1,2,1,3,4,4,4,4,4,2,1,2,2,1,6,1,1,2,1,4,4,3,2,2,2,1,1,2,3,12543.6207
2441,23/04/2020,1,3,7,1,5,2,2,1,2,2,1,1,2,2,2,1,1,1,1,1,2,1,1,2,2,1,3,3,3,3,3,3,3,1,1,1,1,3,1,4,4,3,4,3,4,4,4,4,1,1,4,3,4,4,4,4,2,2,1,6,1,2,4,1,3,1,6,2,2,2,2,2,1,4,1,9,47845.3342
2442,23/04/2020,6,1,9,4,3,2,1,1,2,2,3,1,1,2,2,2,2,1,1,1,1,2,2,2,2,1,3,3,2,4,3,3,3,3,1,3,3,3,2,2,3,3,4,4,2,1,1,1,1,1,3,4,4,4,4,4,2,2,1,6,4,7,4,0,2,1,6,4,3,2,2,2,1,1,1,9,821.8394
2443,23/04/2020,4,3,3,1,1,2,2,2,2,2,3,1,2,2,1,1,1,1,1,1,1,1,2,1,2,3,4,3,3,4,3,3,3,3,2,3,3,1,2,1,4,3,3,4,1,2,2,2,2,1,3,4,4,4,4,2,2,2,1,6,1,6,1,0,3,1,5,4,2,2,2,2,1,1,2,3,4932.5144
2444,23/04/2020,6,1,1,3,3,1,1,2,2,2,2,1,1,2,2,2,1,2,2,1,1,2,2,2,2,1,3,4,2,4,3,3,3,3,1,1,3,1,3,3,3,3,3,3,3,3,3,3,4,1,4,4,4,4,4,4,2,2,1,6,1,2,4,0,2,1,6,3,2,2,2,2,1,1,1,9,1256.2368
2445,23/04/2020,3,12,8,3,3,1,1,2,2,2,3,2,2,2,2,1,1,1,1,1,2,1,2,2,2,1,3,4,4,4,3,3,3,3,1,1,1,3,1,3,4,2,2,3,2,2,3,3,2,1,3,4,4,4,4,4,1,2,2,1,2,1,9,1,1,1,2,2,2,2,2,2,1,4,1,9,1559.3392
2446,23/04/2020,6,6,6,3,3,2,2,2,2,2,2,1,1,2,2,1,1,1,1,1,1,1,2,2,2,1,4,3,3,4,3,3,9,3,1,1,9,9,3,3,3,3,9,4,3,3,3,3,3,1,3,4,4,4,4,4,2,2,1,6,1,4,4,0,2,1,6,4,9,2,2,2,1,1,1,9,2929.9674
2447,23/04/2020,7,1,1,1,1,2,2,2,2,2,3,1,2,2,2,2,1,1,1,1,1,2,2,2,2,3,9,9,9,9,3,3,3,3,3,1,3,1,2,2,2,2,2,2,1,1,1,1,1,1,4,4,4,4,4,4,2,1,2,1,1,6,4,0,2,1,6,4,3,2,2,2,1,1,2,9,1635.4669
2448,23/04/2020,6,1,1,1,1,1,2,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,2,2,2,1,4,3,2,4,3,3,3,2,1,1,3,3,2,3,3,3,3,3,2,1,1,1,1,1,3,4,4,4,4,4,2,2,1,6,1,6,4,0,2,1,6,3,3,2,2,2,1,1,1,9,1806.7658
2449,23/04/2020,2,7,7,2,2,2,2,2,2,1,2,1,2,2,2,2,1,1,1,1,1,1,2,2,2,1,1,3,3,3,3,3,3,1,3,3,1,1,1,2,4,2,2,4,2,2,1,1,1,1,3,4,2,4,4,4,2,2,1,6,1,6,2,0,2,1,5,5,2,2,2,2,1,2,2,4,2148.8919
2450,23/04/2020,1,1,3,2,2,1,2,2,2,2,3,2,1,2,2,1,1,1,1,1,1,1,1,2,2,3,4,3,4,3,2,3,3,2,3,3,3,3,2,3,3,2,2,2,4,2,2,2,2,1,3,3,4,4,4,4,2,2,1,6,4,1,1,1,5,1,4,5,3,2,2,2,1,4,2,1,24571.0833
2451,23/04/2020,4,1,1,2,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,4,3,3,4,3,3,3,1,1,1,1,1,4,4,4,4,4,4,3,2,3,3,3,1,3,4,4,4,4,4,2,2,1,6,1,2,3,1,2,1,1,1,1,2,2,2,1,1,1,4,7821.4509
2452,23/04/2020,2,7,1,2,3,2,2,1,1,2,2,1,2,2,2,2,1,1,1,1,2,1,1,2,2,1,4,4,3,1,3,3,3,1,1,1,1,1,1,1,2,2,2,3,1,2,2,3,2,2,3,4,4,4,4,4,2,2,1,6,2,7,1,0,1,1,5,4,2,2,2,2,1,4,2,1,1530.9419
2453,23/04/2020,5,1,1,2,1,2,2,3,2,2,3,1,2,2,2,2,2,1,1,1,2,2,2,2,2,3,4,3,4,2,3,3,3,3,2,1,3,1,2,3,4,3,2,4,3,2,4,3,1,1,3,4,4,4,4,3,2,2,1,6,1,5,1,0,2,1,1,3,2,2,2,2,1,1,1,3,979.3608
2454,23/04/2020,3,6,6,1,5,2,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,4,3,3,4,1,3,1,3,1,1,3,3,1,1,1,1,1,1,4,1,1,1,1,1,1,4,4,3,4,4,1,1,2,2,1,7,1,1,2,1,1,1,2,2,2,2,1,1,1,1,12345.5569
2455,23/04/2020,4,1,1,3,1,2,2,1,1,1,3,1,1,2,2,2,2,1,1,1,1,2,2,2,2,4,4,4,4,3,3,3,3,3,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,1,2,2,1,6,4,6,1,1,2,2,1,1,2,2,2,2,1,1,1,3,2362.4802
2456,23/04/2020,6,7,7,3,3,1,2,1,2,2,3,2,2,2,2,2,1,1,1,1,2,2,2,2,2,1,4,3,3,4,3,3,3,3,3,1,3,3,3,3,3,3,3,3,2,3,3,3,1,1,4,4,4,4,4,4,2,2,1,6,1,2,4,0,2,1,6,4,2,2,2,2,1,1,2,9,7343.6723
2457,23/04/2020,2,7,1,2,4,1,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,4,3,4,4,3,3,3,3,1,1,3,1,3,3,4,3,2,3,3,3,4,4,2,1,3,4,4,4,4,4,2,2,1,6,1,6,2,1,2,1,1,2,2,2,1,2,2,1,2,4,3332.2799
2458,23/04/2020,4,1,3,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,1,2,2,3,4,3,4,4,3,3,3,3,3,3,3,3,1,1,2,2,2,2,2,2,2,2,2,1,3,4,4,4,4,4,2,2,1,6,1,7,1,0,3,1,5,4,2,2,2,2,1,1,1,3,1583.1391
2459,23/04/2020,3,1,1,2,1,2,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,4,3,4,4,2,2,3,3,1,3,3,3,2,2,2,2,2,3,3,2,2,2,2,1,3,4,4,4,4,4,2,1,2,2,1,3,2,0,2,1,2,2,2,2,2,2,1,4,1,4,5073.0853
2460,23/04/2020,3,3,3,2,1,2,2,2,2,2,3,1,1,2,2,2,2,1,1,2,2,1,2,2,2,3,4,3,4,3,3,3,3,3,1,1,3,3,2,2,3,3,2,3,2,3,3,2,3,1,3,3,4,4,4,4,2,2,1,6,1,3,2,1,2,1,5,2,3,2,2,2,1,1,1,4,3081.7052
2461,23/04/2020,4,1,1,1,1,2,2,2,2,2,3,1,2,2,2,2,1,1,1,1,2,2,1,2,2,1,4,3,3,2,3,3,3,3,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,4,3,4,4,4,4,2,1,2,1,1,6,1,0,2,2,5,4,3,2,2,2,1,1,2,1,896.7708
2462,23/04/2020,5,1,5,3,3,1,1,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,2,2,2,3,3,3,3,3,3,3,3,2,1,1,1,3,4,4,4,3,3,3,4,2,1,1,1,1,3,4,3,4,4,4,2,2,1,6,4,4,3,0,2,1,3,2,2,1,2,2,2,1,2,4,2343.1556
2463,23/04/2020,5,1,1,2,4,2,2,1,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,1,1,3,3,4,3,3,3,1,3,1,3,3,2,4,4,4,4,4,4,2,2,4,4,1,3,4,3,4,4,4,2,2,1,6,1,4,1,0,1,1,3,4,3,2,2,2,1,3,2,3,669.5274
2464,23/04/2020,6,8,6,2,1,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,2,2,2,3,3,3,3,3,3,3,3,2,1,1,3,3,2,2,4,4,4,4,4,3,3,2,1,1,4,4,4,4,4,4,2,2,1,6,1,6,4,0,2,1,6,4,3,2,2,2,1,1,2,9,1166.6961
2465,23/04/2020,7,1,1,3,1,1,1,1,3,2,3,1,1,2,2,1,1,1,1,1,1,1,2,2,2,3,4,3,4,3,3,3,3,3,3,3,9,9,3,3,3,3,3,3,2,2,3,3,2,1,3,4,4,4,4,4,2,2,1,6,1,5,4,0,2,2,6,3,3,2,2,2,1,1,1,9,2426.3288
2466,23/04/2020,4,3,3,1,1,2,2,2,2,2,3,2,2,2,2,1,1,1,2,1,1,2,2,2,2,3,4,3,4,4,3,3,3,3,3,3,3,1,1,1,2,2,2,2,1,2,1,1,1,1,3,4,4,4,4,4,2,2,1,6,1,6,1,0,3,1,1,2,2,2,2,2,1,1,2,3,2539.1913
2467,23/04/2020,4,1,4,4,3,1,1,2,1,1,3,1,1,2,2,2,2,1,1,1,2,2,1,2,2,4,1,4,4,2,3,3,3,2,3,3,3,3,3,3,3,3,4,3,2,2,2,2,1,1,3,4,4,4,4,1,2,2,1,6,1,2,1,1,3,1,1,1,1,2,2,2,1,1,1,3,10670.813
2468,23/04/2020,2,3,7,1,3,2,2,1,2,2,3,2,1,2,2,1,1,1,1,1,1,2,2,2,2,3,3,3,3,2,3,3,3,3,1,1,3,1,2,4,4,2,2,4,1,1,2,2,3,1,3,4,4,4,4,4,2,2,1,6,4,5,4,1,2,2,6,5,2,2,2,2,1,1,2,9,2958.6903
2469,23/04/2020,3,6,6,2,3,2,1,2,2,2,3,1,2,2,2,2,1,1,1,1,1,2,1,2,2,1,4,3,4,4,1,3,3,3,3,3,3,3,2,2,3,2,2,3,2,3,3,9,4,1,3,4,4,4,4,4,2,2,1,6,1,4,1,1,2,1,5,4,3,2,2,2,1,2,2,1,12567.2515
2470,23/04/2020,2,12,1,1,1,2,2,2,2,1,3,2,2,2,2,2,2,1,1,1,1,1,2,2,2,4,4,2,2,2,3,3,3,3,1,1,1,3,2,2,4,2,3,4,1,1,2,1,2,1,3,4,4,4,4,4,2,2,1,6,1,3,4,0,1,1,6,4,3,1,2,2,2,4,1,9,2647.3613
2471,23/04/2020,4,1,3,2,3,2,2,2,2,2,3,1,2,2,2,2,1,1,1,1,1,2,2,2,2,1,3,3,3,4,3,3,3,3,3,3,3,3,2,2,3,2,2,2,2,2,2,1,1,1,3,4,4,4,4,2,2,2,1,6,2,2,1,0,1,1,4,3,3,2,2,2,1,4,1,3,2396.7501
2472,23/04/2020,5,1,4,1,2,2,2,2,2,2,2,1,2,2,1,1,1,1,1,1,1,2,2,2,2,3,4,3,4,4,3,3,3,1,1,1,3,1,3,4,4,4,4,3,1,1,3,1,2,1,3,4,4,4,4,4,2,2,1,6,3,2,4,0,2,1,6,1,2,2,2,2,1,1,2,9,1405.6233
2473,23/04/2020,4,1,1,3,2,2,2,1,2,9,2,1,2,2,1,1,1,1,1,1,1,1,1,2,2,1,9,3,9,3,3,3,3,1,3,1,3,3,2,2,4,3,3,3,1,2,2,2,2,1,3,4,3,4,4,4,1,1,2,2,1,7,1,0,1,1,3,2,1,2,2,2,1,4,2,2,1428.2013
2474,23/04/2020,5,5,5,3,4,1,1,2,2,2,2,1,1,2,2,2,1,1,1,1,1,1,2,2,2,4,4,4,2,4,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,2,2,1,1,3,4,4,4,4,2,2,2,1,6,1,2,1,0,2,1,1,1,2,2,2,2,1,2,2,3,2557.254
2475,23/04/2020,5,1,1,2,2,1,2,2,2,2,2,1,1,2,2,1,1,1,1,1,1,2,2,2,2,3,4,3,4,4,3,3,3,2,3,3,3,3,3,3,3,2,2,3,2,2,2,3,1,1,1,4,4,4,4,4,2,2,1,6,2,4,2,0,2,1,5,2,2,2,1,2,2,2,2,4,9016.9114
2476,23/04/2020,4,1,2,1,5,2,2,2,2,2,3,2,1,1,2,2,1,1,1,1,1,2,1,2,2,4,4,4,4,4,1,3,3,3,3,3,3,1,4,4,4,2,2,3,2,2,2,1,4,1,4,4,4,4,4,4,2,2,1,6,4,3,1,0,1,1,2,3,3,2,2,2,1,4,2,1,943.7764
2477,23/04/2020,5,1,1,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,1,1,2,2,1,1,3,3,2,3,3,3,3,1,1,3,1,2,2,3,4,4,4,2,2,2,2,2,1,3,4,4,4,4,4,1,2,2,1,1,2,4,0,2,1,6,4,2,2,2,2,1,1,2,9,5892.829
2478,23/04/2020,4,1,3,2,4,2,2,2,2,2,3,1,2,2,2,1,1,1,1,1,2,2,1,2,2,1,4,4,4,4,3,3,3,3,1,1,1,1,1,1,3,3,3,4,3,1,2,2,2,1,3,4,4,4,4,4,2,2,1,6,1,4,1,1,1,1,3,3,2,2,2,2,1,2,2,2,730.3015
2479,23/04/2020,5,8,1,3,3,2,2,2,2,2,3,1,2,2,2,2,1,1,1,1,1,1,2,2,2,1,4,2,2,4,3,3,3,3,3,1,3,3,2,4,4,3,3,4,4,4,4,4,3,1,3,4,4,4,4,4,2,2,1,6,1,4,4,0,2,2,6,1,2,2,2,2,1,1,2,9,1115.3283
2480,23/04/2020,3,1,6,3,3,2,2,1,1,1,2,1,2,2,2,2,1,1,1,1,2,2,2,2,2,1,4,2,4,4,3,3,3,3,1,1,3,3,2,2,3,2,2,3,1,1,1,3,1,1,4,4,4,4,4,4,2,2,1,6,1,4,4,0,1,2,6,3,3,2,2,2,1,4,1,9,1511.1877
2481,23/04/2020,2,1,2,4,4,2,2,2,2,2,2,1,1,2,2,2,1,1,1,1,2,2,2,2,2,1,4,4,4,4,3,3,3,3,3,1,3,3,3,3,3,3,3,4,4,3,3,2,3,3,3,4,4,4,4,4,2,1,2,2,2,2,1,0,1,1,3,5,2,2,2,2,1,4,1,3,11502.3926
2482,23/04/2020,6,3,3,3,3,1,1,1,2,2,3,2,1,2,2,2,1,1,1,1,1,2,2,2,2,1,4,2,4,2,3,3,3,3,2,1,3,3,4,1,3,3,1,4,2,1,2,2,1,1,3,4,4,4,4,2,2,2,1,6,1,5,1,0,1,1,2,2,2,2,2,2,1,4,1,3,3295.1776
2483,23/04/2020,5,6,6,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,2,2,2,1,4,3,3,4,3,3,3,3,1,1,3,3,2,2,3,3,3,4,2,1,1,1,3,3,3,4,4,4,4,4,2,2,1,6,1,5,4,0,2,1,6,3,3,2,2,2,1,2,2,9,1794.5565
2484,23/04/2020,3,10,6,1,1,2,2,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,2,2,2,3,4,3,3,4,3,3,3,3,1,1,3,1,2,2,2,3,3,3,2,3,2,2,2,2,3,4,4,4,4,4,2,1,2,2,1,6,3,0,1,1,5,4,2,2,2,2,1,3,2,4,822.3073
2485,23/04/2020,6,1,1,1,2,2,2,2,2,9,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,1,4,3,3,9,1,3,3,3,1,3,3,3,2,3,3,2,2,3,2,1,2,2,3,1,4,4,4,4,4,4,1,2,2,1,1,6,1,0,2,1,3,3,2,2,2,2,1,1,1,2,2335.9858
2486,23/04/2020,6,6,6,3,2,1,1,9,2,9,2,1,1,2,2,1,1,1,1,1,1,2,2,2,2,3,9,4,3,3,9,9,9,3,3,3,3,9,2,9,3,4,4,3,2,2,2,2,2,1,3,4,4,4,4,4,2,2,1,6,3,2,4,0,1,1,6,4,3,2,2,2,1,3,2,9,3020.9203
2487,23/04/2020,2,6,6,2,3,2,2,2,2,2,2,1,2,2,2,1,1,1,1,1,1,2,1,2,2,1,1,3,3,3,3,3,3,3,1,1,3,1,3,4,4,4,4,3,4,2,2,2,1,2,3,4,4,4,4,4,2,2,1,6,2,6,3,0,2,1,5,3,3,2,2,2,1,2,2,4,7081.861
2488,23/04/2020,6,3,6,3,2,2,2,1,2,2,2,2,1,2,2,2,1,1,1,1,2,1,2,2,2,3,4,3,4,4,3,3,3,3,3,1,3,3,2,2,3,3,4,4,2,2,2,2,3,1,3,4,4,4,4,4,2,2,1,6,4,4,4,0,2,1,6,4,3,2,2,2,1,1,2,9,10851.0622
2489,23/04/2020,6,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,1,1,2,2,2,2,2,3,1,3,4,2,3,3,3,3,1,1,3,3,2,2,2,3,3,3,3,3,3,3,2,2,4,4,4,4,4,4,2,2,1,6,1,1,4,0,2,1,6,4,3,2,2,2,1,1,1,9,7468.4293
2490,23/04/2020,3,6,6,1,1,2,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,2,1,2,2,3,4,3,3,4,3,3,3,3,1,1,3,1,2,2,2,3,3,4,2,1,2,2,2,1,4,4,3,4,4,4,2,2,1,6,1,6,1,1,2,1,5,3,2,2,2,2,1,1,2,3,1956.9452
2491,23/04/2020,5,8,2,5,2,1,1,2,2,2,2,1,1,2,2,1,1,1,1,1,1,2,2,2,2,3,4,9,2,4,3,3,3,3,3,1,3,1,3,3,2,2,2,3,2,2,3,3,2,1,3,4,4,4,4,4,2,2,1,6,1,4,4,0,1,1,6,2,2,2,2,2,1,3,2,9,1203.3091
2492,23/04/2020,2,9,9,3,2,1,2,2,2,1,3,2,1,2,2,1,1,1,1,1,1,2,1,2,2,3,1,3,4,4,3,3,3,3,3,3,3,1,2,2,4,4,4,3,2,1,1,1,1,1,4,4,4,4,4,4,2,1,2,1,2,7,1,0,1,1,5,4,3,2,2,2,1,3,2,2,953.4358
2493,23/04/2020,5,11,2,3,3,2,2,1,2,2,3,2,2,2,2,2,1,1,1,1,2,1,2,2,2,3,4,3,4,4,2,2,3,3,1,1,3,3,1,3,3,2,2,2,2,2,2,2,2,1,4,3,4,4,4,3,2,2,1,6,1,1,4,0,2,1,6,3,2,2,2,2,1,2,1,9,2496.6248
2494,23/04/2020,4,11,9,1,3,2,2,2,2,2,3,2,2,2,1,1,1,1,1,1,1,1,2,2,2,3,4,3,4,3,3,3,3,1,2,2,3,3,2,2,3,4,4,4,3,1,3,3,2,1,3,4,4,4,4,4,2,2,1,6,1,2,1,1,2,1,5,4,2,2,2,2,1,1,1,3,5636.7904
2495,23/04/2020,5,1,1,2,2,2,1,2,2,2,9,1,1,2,2,2,1,1,1,1,1,2,2,2,2,1,4,3,2,3,3,9,9,1,1,3,9,9,2,1,2,3,3,3,2,1,2,2,2,1,3,9,4,4,4,3,2,2,1,6,1,4,3,0,1,1,1,1,2,2,2,2,1,3,1,4,15514.2084
2496,23/04/2020,6,1,5,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,3,3,4,3,3,3,3,3,3,1,1,3,3,3,4,3,4,4,3,4,2,2,2,3,4,3,4,4,4,4,4,2,2,1,6,1,6,3,0,4,2,1,1,2,2,2,2,1,1,2,4,4658.0066
2497,23/04/2020,5,6,1,1,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,4,3,4,4,3,3,3,3,1,3,3,3,2,2,2,3,3,3,2,2,2,2,2,2,3,4,4,4,4,4,2,2,1,6,1,3,1,0,1,1,3,5,2,2,2,2,1,3,1,1,1024.3479
2498,23/04/2020,5,6,5,3,2,1,2,1,2,2,3,1,1,2,2,1,1,1,1,1,1,2,2,2,2,3,1,3,4,3,3,3,3,1,1,1,3,3,4,4,4,3,3,4,2,2,3,3,2,1,3,4,4,4,4,4,2,2,1,6,1,6,2,0,1,1,5,3,2,2,2,2,1,4,2,4,932.4279
2499,23/04/2020,5,1,1,1,1,2,2,2,9,9,2,1,2,2,2,1,1,2,1,1,1,2,2,2,2,9,9,3,9,9,3,3,3,3,3,3,3,3,1,2,2,2,2,2,1,1,1,1,1,1,3,4,4,4,4,4,2,2,1,6,1,5,1,0,2,1,4,5,2,2,2,2,1,1,1,3,1926.587
2500,23/04/2020,2,8,1,2,4,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,2,2,1,4,2,4,4,3,3,3,2,3,1,3,3,3,4,2,1,1,4,4,1,2,2,1,1,3,4,4,3,4,3,2,1,2,2,1,4,1,1,2,1,5,3,2,2,2,2,1,2,1,3,8480.3002
2501,23/04/2020,6,6,2,2,2,2,2,2,2,2,3,1,1,2,2,2,1,1,1,1,1,2,2,2,2,3,4,3,4,3,3,9,9,9,9,1,9,9,2,3,3,3,3,3,1,3,2,2,3,1,3,4,4,4,4,4,2,2,1,6,1,3,1,0,2,1,2,2,2,2,2,2,1,1,1,3,4804.3136
2502,23/04/2020,6,7,7,1,1,2,1,2,2,2,2,1,1,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,2,1,2,3,3,2,9,1,1,1,1,1,1,1,1,1,1,3,4,4,4,4,4,2,2,1,6,1,2,4,0,1,1,6,5,2,2,2,2,1,3,1,9,1807.7724
2503,23/04/2020,2,1,1,1,1,2,2,2,2,1,2,1,2,2,2,2,1,1,1,1,1,1,2,2,2,3,1,4,3,3,3,3,3,3,1,1,1,3,3,3,9,3,4,4,3,1,2,2,2,1,3,4,4,4,4,4,2,2,1,6,1,6,4,0,2,2,6,2,2,2,2,2,1,1,1,9,27813.2932
2504,23/04/2020,5,1,6,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,3,4,3,3,4,3,3,3,3,1,1,3,3,3,4,4,4,4,4,4,3,3,3,2,1,3,4,4,4,4,4,2,2,1,6,4,2,4,0,2,2,6,3,2,2,2,2,1,1,1,9,17242.9056
2505,23/04/2020,6,1,1,2,3,2,2,1,2,1,2,1,2,2,2,2,1,1,1,1,2,1,1,2,2,1,4,3,4,4,1,3,3,1,1,1,3,1,3,3,3,3,3,3,2,2,2,3,3,1,3,4,4,4,4,4,2,2,1,6,1,2,1,0,2,1,2,2,2,2,2,2,1,1,2,1,10874.3397
2506,23/04/2020,3,3,6,2,2,2,2,2,2,2,2,1,2,1,2,2,1,1,1,1,1,1,1,2,2,1,1,4,3,3,3,3,3,3,1,1,3,1,2,3,3,3,3,3,2,2,2,2,2,1,3,4,4,4,4,4,2,2,1,6,1,7,1,1,3,1,1,5,2,2,2,2,1,1,1,1,14123.8972
2507,23/04/2020,5,12,8,3,3,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,1,4,4,4,2,3,3,3,3,1,1,3,3,3,3,4,2,2,4,3,9,3,3,3,3,3,4,4,4,4,4,2,2,1,6,1,3,4,0,1,1,6,5,2,2,2,2,1,3,1,9,7661.0725
2508,23/04/2020,6,1,1,2,2,2,2,1,1,1,3,2,2,2,2,1,1,1,1,1,1,2,2,2,2,1,4,2,4,4,3,3,3,3,1,1,3,3,3,9,4,3,3,3,2,2,2,2,2,1,3,4,4,4,4,4,2,2,1,6,1,6,4,0,1,1,6,3,2,2,2,2,1,4,1,9,4439.5988
2509,23/04/2020,2,1,3,2,2,2,2,2,2,2,3,1,2,2,2,2,1,1,1,1,1,2,1,2,2,1,4,1,1,4,1,3,3,3,1,1,1,1,2,3,4,2,2,4,2,2,2,2,2,1,4,4,4,4,4,4,2,2,1,6,1,6,3,0,3,1,4,4,3,2,2,2,1,4,2,4,8961.4918
2510,23/04/2020,6,8,1,3,2,1,1,2,2,2,2,1,1,2,2,2,1,1,1,1,1,1,1,2,2,3,9,3,9,3,3,9,9,2,1,1,9,9,2,2,2,2,2,3,2,2,2,2,1,1,4,3,4,4,4,4,1,2,2,1,1,3,1,0,2,1,3,1,2,2,2,2,1,1,1,2,6391.3571
2511,23/04/2020,2,3,6,3,4,2,2,2,2,1,3,1,1,2,2,1,1,1,1,1,1,1,1,2,2,1,4,3,3,3,3,3,3,2,1,1,3,3,2,1,3,3,3,3,3,3,3,3,3,3,3,4,3,4,4,4,2,2,1,6,2,4,1,0,1,1,5,4,2,2,2,2,1,4,2,1,760.6618
2512,23/04/2020,3,1,1,3,3,2,2,1,1,2,3,1,2,2,2,1,1,1,1,1,2,1,1,2,2,4,4,2,4,4,3,3,3,3,3,1,1,1,3,3,3,2,2,3,2,1,2,2,3,1,3,4,4,4,4,4,2,2,1,6,1,6,1,1,2,1,4,4,2,2,2,2,1,1,1,1,2602.5977
